,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
150,40,2,1395,Research & Development,26,3,Medical,202,2,0,54,3,2,Research Scientist,2,1,5605,8504,1,0,11,3,1,1,20,2,3,20,7,2,13,0
935,32,1,604,Sales,8,3,Medical,1304,3,1,56,4,2,Sales Executive,4,2,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,0
357,21,2,756,Sales,1,1,Technical Degree,478,1,0,99,2,1,Sales Representative,2,1,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,1
1397,54,1,155,Research & Development,9,2,Life Sciences,1969,1,0,67,3,2,Research Scientist,3,2,2897,22474,3,0,11,3,3,2,9,6,2,4,3,2,3,0
377,36,1,329,Research & Development,2,3,Life Sciences,501,4,0,96,3,1,Research Scientist,3,2,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,0
0,41,1,1102,Sales,1,2,Life Sciences,1,2,0,94,3,2,Sales Executive,4,1,5993,19479,8,1,11,3,1,0,8,0,1,6,4,0,5,1
666,22,1,617,Research & Development,3,1,Life Sciences,926,2,0,34,3,2,Manufacturing Director,3,2,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,1
286,44,2,920,Research & Development,24,3,Life Sciences,392,4,1,43,3,1,Laboratory Technician,3,1,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,1
1432,37,1,161,Research & Development,10,3,Life Sciences,2017,3,0,42,4,3,Research Director,4,2,13744,15471,1,1,25,4,1,1,16,2,3,16,11,6,8,0
892,19,0,504,Research & Development,10,3,Medical,1248,1,0,96,2,1,Research Scientist,2,1,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,1
1350,27,1,511,Sales,2,2,Medical,1898,1,0,89,4,2,Sales Executive,3,1,6500,26997,0,0,14,3,2,0,9,5,2,8,7,0,7,0
1036,31,2,523,Research & Development,2,3,Life Sciences,1464,2,1,94,3,1,Laboratory Technician,4,2,3722,21081,6,1,13,3,3,1,7,2,1,2,2,2,2,1
107,25,1,240,Sales,5,3,Marketing,142,3,1,46,2,2,Sales Executive,3,1,5744,26959,1,1,11,3,4,0,6,1,3,6,4,0,3,1
633,36,1,1278,Human Resources,8,3,Life Sciences,878,1,1,77,2,1,Human Resources,1,2,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,0
837,40,2,593,Research & Development,9,4,Medical,1166,2,0,88,3,3,Research Director,3,1,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,0
658,44,1,661,Research & Development,9,2,Life Sciences,913,2,1,61,3,1,Research Scientist,1,2,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,0
1158,37,1,671,Research & Development,19,3,Life Sciences,1631,3,1,85,3,2,Manufacturing Director,3,2,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2,0
1357,42,1,1396,Research & Development,6,3,Medical,1911,3,1,83,3,3,Research Director,1,2,13348,14842,9,0,13,3,2,1,18,3,4,13,7,5,7,0
482,31,1,1365,Sales,13,4,Medical,650,2,1,46,3,2,Sales Executive,1,1,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,1
82,55,1,111,Sales,1,2,Life Sciences,106,1,1,70,3,3,Sales Executive,4,2,10239,18092,3,0,14,3,4,1,24,4,3,1,0,1,0,0
454,29,1,232,Research & Development,19,3,Technical Degree,611,4,1,34,3,2,Manufacturing Director,4,1,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,0
970,27,1,1291,Sales,11,3,Medical,1364,3,0,98,4,1,Sales Representative,4,2,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0,0
1390,28,1,1404,Research & Development,17,3,Technical Degree,1960,3,1,32,2,1,Laboratory Technician,4,1,2367,18779,5,0,12,3,1,1,6,2,2,4,1,0,3,1
1102,36,1,1157,Sales,2,4,Life Sciences,1556,3,1,70,3,1,Sales Representative,4,1,2644,17001,3,1,21,4,4,0,7,3,2,3,2,1,2,0
593,36,1,676,Research & Development,1,3,Other,823,3,0,35,3,2,Manufacturing Director,2,2,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5,0
307,38,1,849,Research & Development,25,2,Life Sciences,421,1,0,81,2,3,Research Director,2,2,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,0
534,53,1,970,Research & Development,7,3,Life Sciences,730,3,1,59,4,4,Research Director,3,2,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3,0
968,36,2,607,Sales,7,3,Marketing,1362,1,0,83,4,2,Sales Executive,1,2,4639,2261,2,0,16,3,4,1,17,2,2,15,7,6,13,0
184,53,1,1084,Research & Development,13,2,Medical,250,4,0,57,4,2,Manufacturing Director,1,1,4450,26250,1,0,11,3,3,2,5,3,3,4,2,1,3,0
917,34,1,131,Sales,2,3,Marketing,1281,3,0,86,3,2,Sales Executive,1,1,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,0
433,46,1,1125,Sales,10,3,Marketing,580,3,0,94,2,3,Sales Executive,4,2,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,0
1312,31,1,359,Human Resources,18,5,Human Resources,1842,4,1,89,4,1,Human Resources,1,2,2956,21495,0,0,17,3,3,0,2,4,3,1,0,0,0,1
1018,36,1,172,Research & Development,4,4,Life Sciences,1435,1,1,37,2,2,Laboratory Technician,4,1,5810,22604,1,0,16,3,3,0,10,2,2,10,4,1,8,0
1101,32,1,824,Research & Development,5,2,Life Sciences,1555,4,0,67,2,2,Research Scientist,2,2,5878,15624,3,0,12,3,1,1,12,2,3,7,1,2,5,0
614,26,2,887,Research & Development,5,2,Medical,848,3,0,88,2,1,Research Scientist,3,2,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,1
155,29,0,1496,Research & Development,1,1,Technical Degree,208,4,1,41,3,2,Manufacturing Director,3,2,4319,26283,1,0,13,3,1,1,10,1,3,10,7,0,9,0
1272,38,1,1153,Research & Development,6,2,Other,1782,4,0,40,2,1,Laboratory Technician,3,2,3702,16376,1,0,11,3,2,1,5,3,3,5,4,0,4,0
74,36,1,132,Research & Development,6,3,Life Sciences,97,2,0,55,4,1,Laboratory Technician,4,2,3038,22002,3,0,12,3,2,0,5,3,3,1,0,0,0,0
333,43,1,1001,Research & Development,7,3,Life Sciences,451,3,0,43,3,3,Healthcare Representative,1,2,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,0
4,27,1,591,Research & Development,2,1,Medical,7,1,1,40,3,1,Laboratory Technician,2,2,3468,16632,9,0,12,3,4,1,6,3,3,2,2,2,2,0
477,50,2,1246,Human Resources,3,3,Medical,644,1,1,99,3,5,Manager,2,2,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,0
1044,49,1,1495,Research & Development,5,4,Technical Degree,1473,1,1,96,3,2,Healthcare Representative,3,2,6651,21534,2,0,14,3,2,1,20,0,2,3,2,1,2,0
71,29,1,1328,Research & Development,2,3,Life Sciences,94,3,1,76,3,1,Research Scientist,2,2,2703,4956,0,0,23,4,4,1,6,3,3,5,4,0,4,0
1279,44,2,429,Research & Development,1,2,Medical,1792,3,1,99,3,1,Research Scientist,2,1,2342,11092,1,1,12,3,3,3,6,2,2,5,3,2,3,1
487,20,1,959,Research & Development,1,3,Life Sciences,657,4,0,83,2,1,Research Scientist,2,1,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,0
1015,34,2,560,Research & Development,1,4,Other,1431,4,1,91,3,1,Research Scientist,1,1,2996,20284,5,0,14,3,3,2,10,2,3,4,3,1,3,0
494,34,1,204,Sales,14,3,Technical Degree,666,3,0,31,3,1,Sales Representative,3,1,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,0
948,30,1,634,Research & Development,17,4,Medical,1321,2,0,95,3,3,Manager,1,2,11916,25927,1,1,23,4,4,2,9,2,3,9,1,0,8,0
1369,28,1,1475,Sales,13,2,Marketing,1933,4,0,84,3,2,Sales Executive,3,1,9854,23352,3,1,11,3,4,0,6,0,3,2,0,2,2,1
1202,38,1,1495,Research & Development,4,2,Medical,1687,4,0,87,3,1,Laboratory Technician,3,2,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,0
1322,46,1,706,Research & Development,2,2,Life Sciences,1857,4,1,82,3,3,Manufacturing Director,4,1,8578,19989,3,0,14,3,3,1,12,4,2,9,8,4,7,0
861,46,1,1402,Sales,2,3,Marketing,1204,3,0,69,3,4,Manager,1,2,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,0
856,20,1,805,Research & Development,3,3,Life Sciences,1198,1,1,87,2,1,Laboratory Technician,3,1,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,0
564,45,1,954,Sales,2,2,Technical Degree,783,2,1,46,1,2,Sales Representative,3,1,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,0
834,34,1,1400,Sales,9,1,Life Sciences,1163,2,0,70,3,2,Sales Executive,3,2,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,0
410,30,1,317,Research & Development,2,3,Life Sciences,548,3,0,43,1,2,Manufacturing Director,4,1,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,0
1415,33,0,1313,Research & Development,1,2,Medical,1994,2,1,59,2,1,Laboratory Technician,3,1,2008,20439,1,0,12,3,3,3,1,2,2,1,1,0,0,0
1109,30,1,1288,Sales,29,4,Technical Degree,1568,3,1,33,3,3,Sales Executive,2,2,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3,0
1208,34,1,1157,Research & Development,5,2,Medical,1696,2,1,57,2,2,Laboratory Technician,4,2,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,0
1173,36,1,711,Research & Development,5,4,Life Sciences,1651,2,0,42,3,3,Healthcare Representative,1,2,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2,0
495,27,1,1420,Sales,2,1,Marketing,667,3,1,85,3,1,Sales Representative,1,1,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,1
418,26,1,1349,Research & Development,23,3,Life Sciences,560,1,0,90,3,1,Research Scientist,4,1,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,0
916,46,1,168,Sales,4,2,Marketing,1280,4,0,33,2,5,Manager,2,2,18789,9946,2,0,14,3,3,1,26,2,3,11,4,0,8,0
1337,28,1,1172,Sales,3,3,Medical,1875,2,0,78,3,1,Sales Representative,2,2,2856,3692,1,0,19,3,4,1,1,3,3,1,0,0,0,0
1416,38,1,1321,Sales,1,4,Life Sciences,1995,4,1,86,3,2,Sales Executive,2,2,4440,7636,0,0,15,3,1,2,16,3,3,15,13,5,8,0
397,25,1,891,Sales,4,2,Life Sciences,527,2,0,99,2,2,Sales Executive,4,1,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,0
1114,48,1,1108,Research & Development,15,4,Other,1576,3,0,65,3,1,Research Scientist,1,2,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,0
1391,38,1,1404,Sales,1,3,Life Sciences,1961,1,1,59,2,1,Sales Representative,1,1,2858,11473,4,0,14,3,1,0,20,3,2,1,0,0,0,0
1032,39,0,592,Research & Development,2,3,Life Sciences,1458,1,0,54,2,1,Laboratory Technician,1,1,3646,17181,2,1,23,4,2,0,11,2,4,1,0,0,0,1
806,52,1,994,Research & Development,7,4,Life Sciences,1118,2,1,87,3,3,Healthcare Representative,2,1,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,0
1289,38,0,1336,Human Resources,2,3,Human Resources,1805,1,1,100,3,1,Human Resources,2,1,2592,7129,5,0,13,3,4,3,13,3,3,11,10,3,8,0
32,30,1,125,Research & Development,9,2,Medical,41,4,1,83,2,1,Laboratory Technician,3,1,2206,16117,1,0,13,3,1,0,10,5,3,10,0,1,8,0
42,26,1,1357,Research & Development,25,3,Life Sciences,55,1,1,48,1,1,Laboratory Technician,3,1,2293,10558,1,0,12,3,3,0,1,2,2,1,0,0,1,1
365,46,0,1144,Research & Development,7,4,Medical,487,3,0,30,3,2,Manufacturing Director,3,2,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,0
1265,33,0,775,Research & Development,4,3,Technical Degree,1771,4,1,90,3,2,Research Scientist,2,1,3055,6194,5,0,15,3,4,2,11,2,2,9,8,1,7,0
573,26,1,1146,Sales,8,3,Technical Degree,796,4,1,38,2,2,Sales Executive,1,1,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,1
981,35,2,662,Sales,18,4,Marketing,1380,4,0,67,3,2,Sales Executive,3,2,4614,23288,0,1,18,3,3,1,5,0,2,4,2,3,2,1
823,29,2,490,Research & Development,10,3,Life Sciences,1143,4,0,61,3,1,Research Scientist,2,1,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,0
843,26,1,1384,Research & Development,3,4,Medical,1177,1,1,82,4,1,Laboratory Technician,4,2,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,0
913,45,1,1449,Sales,2,3,Marketing,1277,1,0,94,1,5,Manager,2,1,18824,2493,2,1,16,3,1,0,26,2,3,24,10,1,11,1
118,36,1,922,Research & Development,3,2,Life Sciences,155,1,0,39,3,1,Laboratory Technician,4,1,2835,2561,5,0,22,4,1,1,7,2,3,1,0,0,0,0
331,27,0,210,Sales,1,1,Marketing,449,3,1,73,3,2,Sales Executive,2,2,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,0
239,32,1,515,Research & Development,1,3,Life Sciences,331,4,1,62,2,1,Laboratory Technician,3,1,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,1
725,35,1,622,Research & Development,14,4,Other,1010,3,1,39,2,1,Laboratory Technician,2,1,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,1
16,32,1,334,Research & Development,5,2,Life Sciences,21,1,1,80,4,1,Research Scientist,2,1,3298,15053,0,1,12,3,4,2,7,5,2,6,2,0,5,0
235,43,1,1034,Sales,16,3,Marketing,327,4,0,80,3,4,Manager,4,2,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9,0
1190,32,1,977,Research & Development,2,3,Medical,1671,4,1,45,3,2,Research Scientist,2,1,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6,0
1353,34,0,967,Research & Development,16,4,Technical Degree,1905,4,1,85,1,1,Research Scientist,1,2,2307,14460,1,1,23,4,2,1,5,2,3,5,2,3,0,1
570,52,0,715,Research & Development,19,4,Medical,791,4,1,41,3,1,Research Scientist,4,2,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,0
988,41,2,1200,Research & Development,22,3,Life Sciences,1392,4,0,75,3,2,Research Scientist,4,1,5467,13953,3,1,14,3,1,2,12,4,2,6,2,3,3,0
987,51,2,541,Sales,2,3,Marketing,1391,2,1,52,3,3,Sales Executive,2,2,10596,15395,2,0,11,3,2,0,14,5,3,4,2,3,2,0
209,46,1,644,Research & Development,1,4,Medical,288,4,1,97,3,3,Healthcare Representative,1,1,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,0
92,30,1,1334,Sales,4,2,Medical,121,3,0,63,2,2,Sales Executive,2,1,5209,19760,1,1,12,3,2,3,11,4,2,11,8,2,7,0
133,41,1,802,Sales,9,1,Life Sciences,176,3,1,96,3,3,Sales Executive,3,1,8189,21196,3,1,13,3,3,1,12,2,3,9,7,0,7,0
820,35,2,1182,Sales,11,2,Marketing,1137,4,1,54,3,2,Sales Executive,4,1,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,0
639,49,1,1418,Research & Development,1,3,Technical Degree,887,3,0,36,3,1,Research Scientist,1,2,3580,10554,2,0,16,3,2,1,7,2,3,4,2,0,2,0
1168,24,2,567,Research & Development,2,1,Technical Degree,1646,1,0,32,3,1,Research Scientist,4,1,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,0
245,31,2,1327,Research & Development,3,4,Medical,337,2,1,73,3,3,Research Director,3,1,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,0
898,43,1,920,Research & Development,3,3,Life Sciences,1255,3,1,96,1,5,Research Director,4,2,19740,18625,3,0,14,3,2,1,25,2,3,8,7,0,7,0
1226,32,2,585,Research & Development,10,3,Life Sciences,1720,1,1,56,3,1,Research Scientist,3,2,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,0
119,43,2,394,Sales,26,2,Life Sciences,158,3,1,92,3,4,Manager,4,2,16959,19494,1,1,12,3,4,2,25,3,4,25,12,4,12,0
871,24,1,984,Research & Development,17,2,Life Sciences,1219,4,0,97,3,1,Laboratory Technician,2,2,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,1
676,35,1,1137,Research & Development,21,1,Life Sciences,942,4,0,51,3,2,Healthcare Representative,4,2,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,0
863,33,1,147,Human Resources,2,3,Human Resources,1207,2,1,99,3,1,Human Resources,3,2,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,0
443,22,2,1368,Research & Development,4,1,Technical Degree,593,3,1,99,2,1,Laboratory Technician,3,1,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,1
589,29,1,805,Research & Development,1,2,Life Sciences,816,2,0,36,2,1,Laboratory Technician,1,2,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,1
1143,45,0,336,Sales,26,3,Marketing,1612,1,1,52,2,2,Sales Executive,1,2,4385,24162,1,0,15,3,1,1,10,2,3,10,7,4,5,0
760,53,2,124,Sales,2,3,Marketing,1050,3,0,38,2,3,Sales Executive,2,2,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,0
370,21,1,156,Sales,12,3,Life Sciences,494,3,0,90,4,1,Sales Representative,2,1,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,1
836,29,1,408,Sales,23,1,Life Sciences,1165,4,0,45,2,3,Sales Executive,1,2,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,1
983,34,1,404,Research & Development,2,4,Technical Degree,1383,3,0,98,3,2,Healthcare Representative,4,1,6687,6163,1,0,11,3,4,0,14,2,4,14,11,4,11,0
1098,40,0,1142,Research & Development,8,2,Life Sciences,1552,4,1,72,3,2,Healthcare Representative,4,1,4069,8841,3,1,18,3,3,0,8,2,3,2,2,2,2,0
1434,52,0,585,Sales,29,4,Life Sciences,2019,1,1,40,3,1,Sales Representative,4,1,3482,19788,2,0,15,3,2,2,16,3,2,9,8,0,0,0
436,33,1,587,Research & Development,10,1,Medical,584,1,1,38,1,1,Laboratory Technician,4,1,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,1
170,27,1,1157,Research & Development,17,3,Technical Degree,233,3,1,51,3,1,Research Scientist,2,2,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1,0
509,33,2,1296,Research & Development,6,3,Life Sciences,692,3,1,30,3,2,Healthcare Representative,4,1,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7,0
339,27,1,1130,Sales,8,4,Marketing,458,2,0,56,3,2,Sales Executive,2,2,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,0
956,56,1,206,Human Resources,8,4,Life Sciences,1338,4,1,99,3,5,Manager,2,1,19717,4022,6,0,14,3,1,0,36,4,3,7,3,7,7,0
263,46,1,488,Sales,2,3,Technical Degree,363,3,0,75,1,4,Manager,2,2,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7,0
162,28,1,440,Research & Development,21,3,Medical,221,3,1,42,3,1,Research Scientist,4,2,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2,0
733,26,1,1066,Research & Development,2,2,Medical,1018,4,1,32,4,2,Manufacturing Director,4,2,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,0
781,26,1,192,Research & Development,1,2,Medical,1083,1,1,59,2,1,Laboratory Technician,1,2,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,0
336,29,1,318,Research & Development,8,4,Other,454,2,1,77,1,1,Laboratory Technician,1,2,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,1
1111,53,1,607,Research & Development,2,5,Technical Degree,1572,3,0,78,2,3,Manufacturing Director,4,2,10169,14618,0,0,16,3,2,1,34,4,3,33,7,1,9,1
56,35,2,853,Sales,18,5,Life Sciences,74,2,1,71,3,3,Sales Executive,1,2,9069,11031,1,0,22,4,4,1,9,3,2,9,8,1,8,0
1424,35,1,1395,Research & Development,9,4,Medical,2008,2,1,48,3,2,Research Scientist,3,1,5098,18698,1,0,19,3,2,0,10,5,3,10,7,0,8,0
815,21,1,984,Research & Development,1,1,Technical Degree,1131,4,0,70,2,1,Research Scientist,2,1,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,0
1332,29,2,459,Research & Development,24,2,Life Sciences,1868,4,1,73,2,1,Research Scientist,4,1,2439,14753,1,1,24,4,2,0,1,3,2,1,0,1,0,1
117,36,2,1467,Sales,11,2,Technical Degree,154,2,0,92,3,3,Sales Executive,4,2,9738,22952,0,0,14,3,3,1,10,6,3,9,7,2,8,0
565,23,1,310,Research & Development,10,1,Medical,784,1,1,79,4,1,Research Scientist,3,1,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,0
1211,37,2,1278,Sales,1,4,Medical,1700,3,1,31,1,2,Sales Executive,4,1,9525,7677,1,0,14,3,3,2,6,2,2,6,3,1,3,0
1058,34,1,790,Sales,24,4,Medical,1489,1,0,40,2,2,Sales Executive,2,1,4599,7815,0,1,23,4,3,0,16,2,4,15,9,10,10,1
566,47,2,719,Sales,27,2,Life Sciences,785,2,0,77,4,2,Sales Executive,3,1,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,1
1246,30,2,600,Human Resources,8,3,Human Resources,1747,3,0,66,2,1,Human Resources,4,1,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,1
612,28,1,760,Sales,2,4,Marketing,846,2,0,81,3,2,Sales Executive,2,2,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,0
304,39,1,1132,Research & Development,1,3,Medical,417,3,1,48,4,3,Healthcare Representative,4,1,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,0
1271,21,1,337,Sales,7,1,Marketing,1780,2,1,31,3,1,Sales Representative,2,1,2679,4567,1,0,13,3,2,0,1,3,3,1,0,1,0,1
136,51,2,1150,Research & Development,8,4,Life Sciences,179,1,1,53,1,3,Manufacturing Director,4,1,10650,25150,2,0,15,3,4,0,18,2,3,4,2,0,3,1
1298,46,1,261,Research & Development,21,2,Medical,1821,4,0,66,3,2,Healthcare Representative,2,2,8926,10842,4,0,22,4,4,1,13,2,4,9,7,3,7,1
606,34,2,702,Research & Development,16,4,Life Sciences,838,3,0,100,2,1,Research Scientist,4,1,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,0
1174,25,2,772,Research & Development,2,1,Life Sciences,1653,4,1,77,4,2,Manufacturing Director,3,1,5206,4973,1,0,17,3,3,2,7,6,3,7,7,0,7,0
273,37,1,228,Sales,6,4,Medical,378,3,1,98,3,2,Sales Executive,4,2,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,0
1215,35,2,146,Research & Development,2,4,Medical,1704,1,1,79,2,1,Research Scientist,4,1,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,0
934,25,1,266,Research & Development,1,3,Medical,1303,4,0,40,3,1,Research Scientist,2,1,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1,0
396,43,1,1473,Research & Development,8,4,Other,526,3,0,74,3,2,Healthcare Representative,3,1,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,0
458,40,0,1094,Sales,28,3,Other,615,3,1,58,1,3,Sales Executive,1,1,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,0
338,30,1,570,Sales,5,3,Marketing,456,4,0,30,2,2,Sales Executive,3,1,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2,0
537,27,2,294,Research & Development,10,2,Life Sciences,733,4,1,32,3,3,Manufacturing Director,1,1,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7,0
1389,31,2,1125,Research & Development,1,3,Life Sciences,1956,4,1,48,1,2,Research Scientist,1,2,5003,5771,1,0,21,4,2,0,10,6,3,10,8,8,7,0
535,41,1,427,Human Resources,10,4,Human Resources,731,2,1,73,2,5,Manager,4,1,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6,0
439,31,2,534,Research & Development,20,3,Life Sciences,587,1,1,66,3,3,Healthcare Representative,3,2,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,1
1075,32,1,495,Research & Development,10,3,Medical,1516,3,1,64,3,3,Manager,4,1,11244,21072,2,0,25,4,2,0,10,5,4,5,2,0,0,0
432,34,1,1303,Research & Development,2,4,Life Sciences,579,4,1,62,2,1,Research Scientist,3,1,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,0
1239,31,2,163,Research & Development,24,1,Technical Degree,1736,4,0,30,3,2,Manufacturing Director,4,1,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,0
311,45,2,1249,Research & Development,7,3,Life Sciences,425,1,1,97,3,3,Laboratory Technician,1,1,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,0
1135,46,1,563,Sales,1,4,Life Sciences,1602,4,1,56,4,4,Manager,1,1,17567,3156,1,0,15,3,2,0,27,5,1,26,0,0,12,0
179,38,1,1380,Research & Development,9,2,Life Sciences,245,3,0,75,3,1,Laboratory Technician,4,1,2288,6319,1,0,12,3,3,0,2,3,3,2,2,2,1,0
711,29,1,906,Research & Development,10,3,Life Sciences,994,4,0,92,2,1,Research Scientist,1,1,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,1
1469,34,1,628,Research & Development,8,3,Medical,2068,2,1,82,4,2,Laboratory Technician,3,2,4404,10228,2,0,12,3,1,0,6,3,4,4,3,1,2,0
547,42,2,933,Research & Development,19,3,Medical,752,3,1,57,4,1,Research Scientist,3,1,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2,1
842,28,1,1485,Research & Development,12,1,Life Sciences,1175,3,0,79,3,1,Laboratory Technician,4,2,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,1
675,31,1,154,Sales,7,4,Life Sciences,941,2,1,41,2,1,Sales Representative,3,2,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,0
1030,31,1,326,Sales,8,2,Life Sciences,1453,1,1,31,3,3,Sales Executive,4,1,10793,8386,1,0,18,3,1,1,13,5,3,13,7,9,9,0
1336,55,1,836,Research & Development,2,4,Technical Degree,1873,2,1,98,2,1,Research Scientist,4,2,2662,7975,8,0,20,4,2,1,19,2,4,5,2,0,4,0
346,41,1,483,Research & Development,6,3,Medical,466,4,1,95,2,2,Manufacturing Director,2,1,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,0
1222,24,1,240,Human Resources,22,1,Human Resources,1714,4,1,58,1,1,Human Resources,3,2,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,1
127,19,1,528,Sales,22,1,Marketing,167,4,1,50,3,1,Sales Representative,3,1,1675,26820,1,1,19,3,4,0,0,2,2,0,0,0,0,1
368,40,1,575,Sales,22,2,Marketing,492,3,1,68,2,2,Sales Executive,3,2,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,1
